14:38:42.54527 2022-05-05	START GAME
14:38:53.55981 2022-05-05	succeeded CreateCharacter(Bob,F)
14:38:53.57441 2022-05-05	started SetHairStyle(Bob,Mage_Full)
14:38:53.59174 2022-05-05	succeeded SetHairStyle(Bob,Mage_Full)
14:38:53.60997 2022-05-05	started SetClothing(Bob,HeavyArmour)
14:38:53.62722 2022-05-05	succeeded SetClothing(Bob,HeavyArmour)
14:38:53.64553 2022-05-05	started SetPosition(Kate,MainCity.Fountain)
14:38:53.96280 2022-05-05	succeeded SetPosition(Kate,MainCity.Fountain)
14:38:53.98055 2022-05-05	started SetPosition(Bob,MainCity.NorthEnd)
14:38:54.29805 2022-05-05	succeeded SetPosition(Bob,MainCity.NorthEnd)
14:38:54.31575 2022-05-05	started CreateCharacter(Tom,D)
14:38:54.33226 2022-05-05	succeeded CreateCharacter(Tom,D)
14:38:54.35061 2022-05-05	started SetHairStyle(Tom,Short, Short_Beard, Short_Full)
14:38:54.36784 2022-05-05	succeeded SetHairStyle(Tom,Short, Short_Beard, Short_Full)
14:38:54.38610 2022-05-05	started SetClothing(Tom,Merchant)
14:38:54.40356 2022-05-05	succeeded SetClothing(Tom,Merchant)
14:38:54.42116 2022-05-05	started CreateCharacter(Emma,A)
14:38:54.43879 2022-05-05	succeeded CreateCharacter(Emma,A)
14:38:54.45698 2022-05-05	started SetHairStyle(Emma,Ponytail)
14:38:54.47404 2022-05-05	succeeded SetHairStyle(Emma,Ponytail)
14:38:54.49275 2022-05-05	started SetClothing(Emma,Merchant)
14:38:54.50984 2022-05-05	succeeded SetClothing(Emma,Merchant)
14:38:54.52768 2022-05-05	started CreateCharacter(Isabella,E)
14:38:54.54520 2022-05-05	succeeded CreateCharacter(Isabella,E)
14:38:54.56330 2022-05-05	started SetHairStyle(Isabella,Straight)
14:38:54.58124 2022-05-05	succeeded SetHairStyle(Isabella,Straight)
14:38:54.59955 2022-05-05	started SetClothing(Isabella,Bandit)
14:38:54.61583 2022-05-05	succeeded SetClothing(Isabella,Bandit)
14:38:54.63262 2022-05-05	started SetPosition(Tom,MainCity.EastEnd)
14:38:54.95186 2022-05-05	succeeded SetPosition(Tom,MainCity.EastEnd)
14:38:54.96980 2022-05-05	started SetPosition(Emma,MainCity.Bench.Right)
14:38:55.28709 2022-05-05	succeeded SetPosition(Emma,MainCity.Bench.Right)
14:38:55.30513 2022-05-05	started SetPosition(Isabella,MainCity.Plant)
14:38:55.62080 2022-05-05	succeeded SetPosition(Isabella,MainCity.Plant)
14:38:55.63915 2022-05-05	started CreateItem(poison_apple,Apple)
14:38:55.65694 2022-05-05	succeeded CreateItem(poison_apple,Apple)
14:38:55.67462 2022-05-05	started SetPosition(poison_apple,GreenCottage.Shelf.Left)
14:38:55.99231 2022-05-05	succeeded SetPosition(poison_apple,GreenCottage.Shelf.Left)
14:38:56.01078 2022-05-05	started EnableEffect(poison_apple,Poison)
14:38:56.02715 2022-05-05	succeeded EnableEffect(poison_apple,Poison)
14:38:56.04531 2022-05-05	started CreateItem(small_medicine,Bottle)
14:38:56.06291 2022-05-05	succeeded CreateItem(small_medicine,Bottle)
14:38:56.08101 2022-05-05	started SetPosition(small_medicine,BrownCottage.Shelf.Right)
14:38:56.39904 2022-05-05	succeeded SetPosition(small_medicine,BrownCottage.Shelf.Right)
14:38:56.41636 2022-05-05	started EnableEffect(small_medicine,Magic)
14:38:56.43326 2022-05-05	succeeded EnableEffect(small_medicine,Magic)
14:38:56.45228 2022-05-05	started CreateItem(expensive_medicine,GoldCup)
14:38:56.46984 2022-05-05	succeeded CreateItem(expensive_medicine,GoldCup)
14:38:56.48804 2022-05-05	started SetPosition(expensive_medicine,RedCottage.Shelf.Left)
14:38:56.80719 2022-05-05	succeeded SetPosition(expensive_medicine,RedCottage.Shelf.Left)
14:38:56.82442 2022-05-05	started EnableEffect(expensive_medicine,Force)
14:38:56.84158 2022-05-05	succeeded EnableEffect(expensive_medicine,Force)
14:38:56.85968 2022-05-05	started CreateItem(heart_apple,Apple)
14:38:56.87684 2022-05-05	succeeded CreateItem(heart_apple,Apple)
14:38:56.89488 2022-05-05	started SetPosition(heart_apple,BlueCottage.Shelf.Right)
14:38:57.21264 2022-05-05	succeeded SetPosition(heart_apple,BlueCottage.Shelf.Right)
14:38:57.23048 2022-05-05	started EnableEffect(heart_apple,Heart)
14:38:57.24827 2022-05-05	succeeded EnableEffect(heart_apple,Heart)
14:38:57.26638 2022-05-05	started SetCameraFocus(Kate)
14:38:57.32735 2022-05-05	succeeded SetCameraFocus(Kate)
14:38:57.34630 2022-05-05	started ShowMenu()
14:38:57.37288 2022-05-05	succeeded ShowMenu()
14:38:57.39057 2022-05-05	started HideMenu()
14:38:57.40858 2022-05-05	succeeded HideMenu()
14:38:57.42465 2022-05-05	started EnableInput()
14:38:57.44260 2022-05-05	succeeded EnableInput()
14:38:57.44556 2022-05-05	input arrived Kate at (317.4, 0.4, 9.4)
14:38:57.46247 2022-05-05	started Exit(Bob, MainCity.GreenHouseDoor, false)
14:38:57.46602 2022-05-05	started Exit(Kate, MainCity.RedHouseDoor, false)
14:38:57.50324 2022-05-05	input started walking Kate at (317.4, 0.4, 9.4)
14:38:57.51508 2022-05-05	input started walking Kate at (317.4, 0.4, 9.0)
14:38:58.57339 2022-05-05	input exited Kate position MainCity.Fountain
14:39:02.09758 2022-05-05	input arrived Kate position MainCity.RedHouseDoor.In
14:39:02.60986 2022-05-05	input exited Kate position MainCity.RedHouseDoor.In
14:39:02.64567 2022-05-05	input arrived Kate position MainCity.RedHouseDoor
14:39:04.25440 2022-05-05	succeeded Exit(Bob, MainCity.GreenHouseDoor, false)
14:39:07.12216 2022-05-05	input arrived Kate position MainCity.RedHouseDoor.Out
14:39:07.12432 2022-05-05	started Enter(Bob, GreenCottage.Door, false)
14:39:08.32157 2022-05-05	input arrived Kate at (333.2, 0.9, -3.2)
14:39:08.35570 2022-05-05	succeeded Exit(Kate, MainCity.RedHouseDoor, false)
14:39:11.96843 2022-05-05	succeeded Enter(Bob, GreenCottage.Door, false)
14:39:11.98724 2022-05-05	started Enter(Kate, RedCottage.Door, false)
14:39:12.00713 2022-05-05	started Take(Bob,poison_apple,GreenCottage.Shelf.Left)
14:39:12.12912 2022-05-05	input exited Kate position MainCity.RedHouseDoor.Out
14:39:12.12952 2022-05-05	input arrived Kate position RedCottage.Door.Out
14:39:15.65227 2022-05-05	input arrived Kate position RedCottage.Door.In
14:39:15.65291 2022-05-05	input arrived Kate position RedCottage.Door
14:39:15.68645 2022-05-05	input stopped walking Kate at (1200.3, 0.0, -2.3)
14:39:15.68756 2022-05-05	input arrived Kate at (1200.3, 0.0, -2.3)
14:39:16.59151 2022-05-05	succeeded Take(Bob,poison_apple,GreenCottage.Shelf.Left)
14:39:16.87463 2022-05-05	succeeded Enter(Kate, RedCottage.Door, false)
14:39:16.89219 2022-05-05	started Drink(Bob)
14:39:16.91053 2022-05-05	started Take(Kate,expensive_medicine,RedCottage.Shelf.Left)
14:39:16.94705 2022-05-05	input started walking Kate at (1200.3, 0.0, -2.3)
14:39:16.96543 2022-05-05	input started walking Kate at (1200.3, 0.1, -1.9)
14:39:17.31718 2022-05-05	input exited Kate position RedCottage.Door
14:39:17.51267 2022-05-05	input exited Kate position RedCottage.Door.In
14:39:18.39564 2022-05-05	input arrived Kate position RedCottage.Shelf.Right
14:39:18.39597 2022-05-05	input arrived Kate position RedCottage.Shelf
14:39:18.41349 2022-05-05	input arrived Kate position RedCottage.Shelf.Left
14:39:20.88588 2022-05-05	succeeded Drink(Bob)
14:39:21.30360 2022-05-05	input arrived Kate at (1197.2, 0.1, 3.0)
14:39:21.32180 2022-05-05	started Wave(Bob)
14:39:21.33652 2022-05-05	succeeded Take(Kate,expensive_medicine,RedCottage.Shelf.Left)
14:39:24.97031 2022-05-05	succeeded Wave(Bob)
14:39:24.98600 2022-05-05	started Drink(Kate)
14:39:25.00286 2022-05-05	started Exit(Bob, GreenCottage.Door, false)
14:39:25.22003 2022-05-05	input Key Pause
14:39:29.02025 2022-05-05	succeeded Drink(Kate)
14:39:29.03588 2022-05-05	started Exit(Kate, RedCottage.Door, false)
14:39:29.06983 2022-05-05	input started walking Kate at (1197.2, 0.1, 3.0)
14:39:29.08565 2022-05-05	input started walking Kate at (1196.8, 0.1, 3.1)
14:39:29.10247 2022-05-05	input stopped walking Kate at (1196.8, 0.1, 3.1)
14:39:29.10318 2022-05-05	input arrived Kate position RedCottage.Bookshelf
14:39:29.10364 2022-05-05	input started walking Kate at (1196.8, 0.1, 3.1)
14:39:29.11975 2022-05-05	input started walking Kate at (1196.8, 0.1, 3.1)
14:39:29.70201 2022-05-05	input exited Kate position RedCottage.Bookshelf
14:39:29.80299 2022-05-05	input exited Kate position RedCottage.Shelf.Left
14:39:29.80340 2022-05-05	input exited Kate position RedCottage.Shelf
14:39:29.80385 2022-05-05	input exited Kate position RedCottage.Shelf.Right
14:39:30.75354 2022-05-05	input arrived Kate position RedCottage.Door.In
14:39:30.82015 2022-05-05	input arrived Kate position RedCottage.Door
14:39:31.37005 2022-05-05	input exited Kate position RedCottage.Door.In
14:39:31.60362 2022-05-05	input Quit
14:39:31.60405 2022-05-05	END GAME
