14:41:30.47090 2022-05-05	START GAME
14:42:29.06399 2022-05-05	input exited Bob position MainCity.BrownHouseDoor.In
14:42:29.09681 2022-05-05	input exited Bob position MainCity.BrownHouseDoor
14:42:29.83076 2022-05-05	input arrived Bob position Isabella
14:42:29.88050 2022-05-05	input arrived Bob position MainCity.Plant
14:42:30.02979 2022-05-05	input arrived Bob position Isabella
14:42:30.47947 2022-05-05	input exited Bob position Isabella
14:42:30.62967 2022-05-05	input exited Bob position MainCity.Plant
14:42:30.68103 2022-05-05	input exited Bob position Isabella
14:42:35.51376 2022-05-05	started SetCameraFocus(Kate)
14:42:35.53400 2022-05-05	succeeded SetCameraFocus(Kate)
14:42:35.56362 2022-05-05	input arrived Kate position MainCity.GreenHouseDoor.In
14:42:35.86229 2022-05-05	input exited Kate position MainCity.GreenHouseDoor.In
14:42:35.86267 2022-05-05	input arrived Kate position MainCity.GreenHouseDoor
14:42:40.26245 2022-05-05	input arrived Kate position MainCity.GreenHouseDoor.Out
14:42:41.41596 2022-05-05	input arrived Kate at (304.4, 0.8, -5.1)
14:42:41.44655 2022-05-05	succeeded Exit(Kate, MainCity.GreenHouseDoor, false)
14:42:41.46583 2022-05-05	started Enter(Kate, GreenCottage.Door, false)
14:42:41.57998 2022-05-05	input exited Kate position MainCity.GreenHouseDoor.Out
14:42:41.58041 2022-05-05	input arrived Kate position GreenCottage.Door.Out
14:42:41.61366 2022-05-05	succeeded Exit(Bob, MainCity.BlueHouseDoor, false)
14:42:41.81205 2022-05-05	input Quit
14:42:41.81266 2022-05-05	END GAME
