01:19:44.67466 2022-05-05	START GAME
01:20:05.27315 2022-05-05	started SetClothing(Tom,Merchant)
01:20:05.28978 2022-05-05	succeeded SetClothing(Tom,Merchant)
01:20:05.30698 2022-05-05	started CreateCharacter(Emma,A)
01:20:05.32370 2022-05-05	succeeded CreateCharacter(Emma,A)
01:20:05.34041 2022-05-05	started SetHairStyle(Emma,Ponytail)
01:20:05.35650 2022-05-05	succeeded SetHairStyle(Emma,Ponytail)
01:20:05.37414 2022-05-05	started SetClothing(Emma,Merchant)
01:20:05.39026 2022-05-05	succeeded SetClothing(Emma,Merchant)
01:20:05.40688 2022-05-05	started CreateCharacter(Isabella,E)
01:20:05.42378 2022-05-05	succeeded CreateCharacter(Isabella,E)
01:20:05.44044 2022-05-05	started SetHairStyle(Isabella,Straight)
01:20:05.45705 2022-05-05	succeeded SetHairStyle(Isabella,Straight)
01:20:05.47416 2022-05-05	started SetClothing(Isabella,Bandit)
01:20:05.49036 2022-05-05	succeeded SetClothing(Isabella,Bandit)
01:20:05.50721 2022-05-05	started SetPosition(Tom,MainCity.EastEnd)
01:20:05.80693 2022-05-05	succeeded SetPosition(Tom,MainCity.EastEnd)
01:20:05.82332 2022-05-05	started SetPosition(Emma,MainCity.Bench.Right)
01:20:06.12359 2022-05-05	succeeded SetPosition(Emma,MainCity.Bench.Right)
01:20:06.14003 2022-05-05	started SetPosition(Isabella,MainCity.Plant)
01:20:06.43919 2022-05-05	succeeded SetPosition(Isabella,MainCity.Plant)
01:20:06.45753 2022-05-05	started CreateItem(poison_apple,Apple)
01:20:06.47381 2022-05-05	succeeded CreateItem(poison_apple,Apple)
01:20:06.48978 2022-05-05	started SetPosition(poison_apple,GreenCottage.Shelf.Left)
01:20:06.78971 2022-05-05	succeeded SetPosition(poison_apple,GreenCottage.Shelf.Left)
01:20:06.80823 2022-05-05	started EnableEffect(poison_apple,Poison)
01:20:06.82297 2022-05-05	succeeded EnableEffect(poison_apple,Poison)
01:20:06.83948 2022-05-05	started CreateItem(small_medicine,Bottle)
01:20:06.85624 2022-05-05	succeeded CreateItem(small_medicine,Bottle)
01:20:06.87568 2022-05-05	started SetPosition(small_medicine,BrownCottage.Shelf.Right)
01:20:07.17370 2022-05-05	succeeded SetPosition(small_medicine,BrownCottage.Shelf.Right)
01:20:07.19071 2022-05-05	started EnableEffect(small_medicine,Magic)
01:20:07.20623 2022-05-05	succeeded EnableEffect(small_medicine,Magic)
01:20:07.22412 2022-05-05	started CreateItem(expensive_medicine,GoldCup)
01:20:07.23912 2022-05-05	succeeded CreateItem(expensive_medicine,GoldCup)
01:20:07.25725 2022-05-05	started SetPosition(expensive_medicine,RedCottage.Shelf.Left)
01:20:07.55643 2022-05-05	succeeded SetPosition(expensive_medicine,RedCottage.Shelf.Left)
01:20:07.57419 2022-05-05	started EnableEffect(expensive_medicine,Force)
01:20:07.59042 2022-05-05	succeeded EnableEffect(expensive_medicine,Force)
01:20:07.60745 2022-05-05	started CreateItem(heart_apple,Apple)
01:20:07.62351 2022-05-05	succeeded CreateItem(heart_apple,Apple)
01:20:07.64016 2022-05-05	started SetPosition(heart_apple,BlueCottage.Shelf.Right)
01:20:07.93999 2022-05-05	succeeded SetPosition(heart_apple,BlueCottage.Shelf.Right)
01:20:07.95747 2022-05-05	started EnableEffect(heart_apple,Heart)
01:20:07.97320 2022-05-05	succeeded EnableEffect(heart_apple,Heart)
01:20:07.99082 2022-05-05	started SetCameraFocus(Kate)
01:20:08.09934 2022-05-05	succeeded SetCameraFocus(Kate)
01:20:08.11298 2022-05-05	started SetCameraMode(track)
01:20:08.15327 2022-05-05	succeeded SetCameraMode(track)
01:20:08.16219 2022-05-05	started ShowMenu()
01:20:08.20723 2022-05-05	succeeded ShowMenu()
01:20:08.22652 2022-05-05	started HideMenu()
01:20:08.24224 2022-05-05	succeeded HideMenu()
01:20:08.24858 2022-05-05	started EnableInput()
01:20:08.26082 2022-05-05	succeeded EnableInput()
01:20:08.26643 2022-05-05	input arrived Kate at (317.4, 0.4, 9.4)
01:20:08.27321 2022-05-05	started SetPosition(Kate, BrownCottage.Shelf.Left)
01:20:08.40013 2022-05-05	input exited Kate position MainCity.Fountain
01:20:08.40091 2022-05-05	input arrived Kate position BrownCottage.Shelf
01:20:08.40136 2022-05-05	input arrived Kate position BrownCottage.Shelf.Left
01:20:08.40181 2022-05-05	input arrived Kate position BrownCottage.Shelf.Right
01:20:08.56739 2022-05-05	succeeded SetPosition(Kate, BrownCottage.Shelf.Left)
01:20:10.25154 2022-05-05	input arrived Kate at (897.2, 0.1, 3.0)
01:20:17.02023 2022-05-05	input Quit
01:20:17.02148 2022-05-05	END GAME
