14:37:52.92418 2022-05-05	START GAME
14:38:09.75116 2022-05-05	succeeded SetPosition(expensive_medicine,RedCottage.Shelf.Left)
14:38:09.76897 2022-05-05	started EnableEffect(expensive_medicine,Force)
14:38:09.78399 2022-05-05	succeeded EnableEffect(expensive_medicine,Force)
14:38:09.80067 2022-05-05	started CreateItem(heart_apple,Apple)
14:38:09.81803 2022-05-05	succeeded CreateItem(heart_apple,Apple)
14:38:09.83425 2022-05-05	started SetPosition(heart_apple,BlueCottage.Shelf.Right)
14:38:10.13475 2022-05-05	succeeded SetPosition(heart_apple,BlueCottage.Shelf.Right)
14:38:10.15235 2022-05-05	started EnableEffect(heart_apple,Heart)
14:38:10.16831 2022-05-05	succeeded EnableEffect(heart_apple,Heart)
14:38:10.18492 2022-05-05	started SetCameraFocus(Kate)
14:38:10.25467 2022-05-05	succeeded SetCameraFocus(Kate)
14:38:10.26112 2022-05-05	started ShowMenu()
14:38:10.28630 2022-05-05	succeeded ShowMenu()
14:38:10.29718 2022-05-05	started HideMenu()
14:38:10.31642 2022-05-05	succeeded HideMenu()
14:38:10.33225 2022-05-05	started EnableInput()
14:38:10.34731 2022-05-05	succeeded EnableInput()
14:38:10.35058 2022-05-05	input arrived Kate at (317.4, 0.4, 9.4)
14:38:10.36354 2022-05-05	started SetPosition(Kate, BrownCottage.Shelf.Left)
14:38:10.38235 2022-05-05	started Exit(Bob, MainCity.BrownHouseDoor, false)
14:38:10.48086 2022-05-05	input exited Kate position MainCity.Fountain
14:38:10.48131 2022-05-05	input arrived Kate position BrownCottage.Shelf
14:38:10.48165 2022-05-05	input arrived Kate position BrownCottage.Shelf.Left
14:38:10.48187 2022-05-05	input arrived Kate position BrownCottage.Shelf.Right
14:38:10.66188 2022-05-05	succeeded SetPosition(Kate, BrownCottage.Shelf.Left)
14:38:10.67938 2022-05-05	started Exit(Kate, MainCity.RedHouseDoor, false)
14:38:10.68115 2022-05-05	error Exit "Target must be in the same place as the character: MainCity.RedHouseDoor"
14:38:10.68779 2022-05-05	Exception Target must be in the same place as the character: MainCity.RedHouseDoor in Action Exit with stack   at Camelot.Actions.MultiAction.OnUpdate () [0x00024] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
  at Camelot.Actions.Action.Update () [0x00009] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
  at Camelot.Actions.ActionManager.Update () [0x003be] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
14:38:10.69569 2022-05-05	started Take(Bob,small_medicine,BrownCottage.Shelf.Right)
14:38:10.69917 2022-05-05	error Take "Target must be in the same place as the character: BrownCottage.Shelf.Right"
14:38:10.69959 2022-05-05	Exception Target must be in the same place as the character: BrownCottage.Shelf.Right in Action Take with stack   at Camelot.Actions.MultiAction.OnUpdate () [0x00024] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
  at Camelot.Actions.Action.Update () [0x00009] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
  at Camelot.Actions.ActionManager.Update () [0x003be] in <cd8af9f66abb4a41984162863ebf3d4e>:0 
14:38:10.71134 2022-05-05	started Drink(Bob)
14:38:12.34553 2022-05-05	input arrived Kate at (897.2, 0.1, 3.0)
14:38:12.39617 2022-05-05	succeeded Drink(Bob)
14:38:15.34555 2022-05-05	input Quit
14:38:15.34608 2022-05-05	END GAME
